DIRECTORY REACT FINAL PROJECT - COMPLETE SOURCE CODE
============================================================

Generated on: +05 16:09:09 2025 އޮގަސްޓް 27 ބުދަ
Project root: /home/mine/Documents/codingProjects/DirReactFinal

============================================================

PROJECT_STATUS.txt
==================

[2025-01-27 15:30] | project root | Cold start. Awaiting task. | todo
    
    class Meta:
        model = FamilyRelationship
        fields = [
            'id', 'person1', 'person1_name', 'person2', 'person2_name',
            'relationship_type', 'relationship_type_display', 'family_group',
            'family_group_name', 'notes', 'is_active', 'created_at', 'updated_at'
        ]
        read_only_fields = ['id', 'created_at', 'updated_at']
    
    def validate(self, data):
        """Validate relationship data"""
        person1 = data.get('person1')
        person2 = data.get('person2')
        relationship_type = data.get('relationship_type')
        family_group = data.get('family_group')
        
        # Ensure person1 and person2 are different
        if person1 and person2 and person1 == person2:
            raise serializers.ValidationError(
                "A person cannot have a relationship with themselves"
            )
        
        # Check if this relationship already exists
        if person1 and person2 and family_group:
            existing_relationship = FamilyRelationship.objects.filter(
                person1=person1,
                person2=person2,
                family_group=family_group,
                relationship_type=relationship_type
            ).exclude(id=self.instance.id if self.instance else None)
            
            if existing_relationship.exists():
                raise serializers.ValidationError(
                    "This relationship already exists in this family group"
                )
        
        return data

class FamilyRelationshipDetailSerializer(FamilyRelationshipSerializer):
    """Detailed serializer for family relationships with full person information"""
    person1 = PhoneBookEntrySerializer(read_only=True)
    person2 = PhoneBookEntrySerializer(read_only=True)
    
    class Meta(FamilyRelationshipSerializer.Meta):
        fields = FamilyRelationshipSerializer.Meta.fields + ['person1', 'person2']

class FamilyGroupCreateSerializer(serializers.ModelSerializer):
    """Serializer for creating family groups"""
    class Meta:
        model = FamilyGroup
        fields = ['name', 'description', 'address', 'island']
    
    def create(self, validated_data):
        """Create a new family group"""
        user = self.context['request'].user
        return FamilyGroup.objects.create(
            created_by=user,
            **validated_data
        )

class FamilyMemberCreateSerializer(serializers.ModelSerializer):
    """Serializer for adding family members"""
    class Meta:
        model = FamilyMember
        fields = ['entry', 'role_in_family']
    
    def create(self, validated_data):
        """Create a new family member"""
        family_group = self.context['family_group']
        return FamilyMember.objects.create(
            family_group=family_group,
            **validated_data
        )

class FamilyRelationshipCreateSerializer(serializers.ModelSerializer):
    """Serializer for creating family relationships"""
    class Meta:
        model = FamilyRelationship
        fields = ['person1', 'person2', 'relationship_type', 'notes']
    
    def create(self, validated_data):
        """Create a new family relationship"""
        family_group = self.context['family_group']
        return FamilyRelationship.objects.create(
            family_group=family_group,
            **validated_data
        )


django_backend/dirReactFinal_family/tests.py
============================================

# 2025-01-28: Tests for family functionality including delete_updated_families

from django.test import TestCase
from django.contrib.auth import get_user_model
from django.urls import reverse
from rest_framework.test import APITestCase, APIClient
from rest_framework import status
from .models import FamilyGroup, FamilyMember, FamilyRelationship
from dirReactFinal_directory.models import PhoneBookEntry

User = get_user_model()

class DeleteUpdatedFamiliesTestCase(APITestCase):
    """
    Test cases for the delete_updated_families functionality
    """
    
    def setUp(self):
        """Set up test data"""
        # Create test users
        self.admin_user = User.objects.create_user(
            username='admin',
            email='admin@test.com',
            password='testpass123',
            is_staff=True,
            is_superuser=True
        )
        
        self.regular_user = User.objects.create_user(
            username='user',
            email='user@test.com',
            password='testpass123',
            is_staff=False,
            is_superuser=False
        )
        
        # Create test phonebook entries
        self.entry1 = PhoneBookEntry.objects.create(
            pid=1001,
            name='John Doe',
            phone='1234567890',
            address='123 Main St',
            island='Male'
        )
        
        self.entry2 = PhoneBookEntry.objects.create(
            pid=1002,
            name='Jane Doe',
            phone='0987654321',
            address='123 Main St',
            island='Male'
        )
        
        self.entry3 = PhoneBookEntry.objects.create(
            pid=1003,
            name='Baby Doe',
            phone='5555555555',
            address='123 Main St',
            island='Male'
        )
        
        # Create test family group
        self.family_group = FamilyGroup.objects.create(
            name='Doe Family',
            description='Test family at 123 Main St',
            address='123 Main St',
            island='Male',
            created_by=self.regular_user
        )
        
        # Create family members
        self.member1 = FamilyMember.objects.create(
            entry=self.entry1,
            family_group=self.family_group,
            role_in_family='parent'
        )
        
        self.member2 = FamilyMember.objects.create(
            entry=self.entry2,
            family_group=self.family_group,
            role_in_family='parent'
        )
        
        self.member3 = FamilyMember.objects.create(
            entry=self.entry3,
            family_group=self.family_group,
            role_in_family='child'
        )
        
        # Create family relationships
        self.relationship1 = FamilyRelationship.objects.create(
            person1=self.entry1,
            person2=self.entry3,
            relationship_type='parent',
            family_group=self.family_group
        )
        
        self.relationship2 = FamilyRelationship.objects.create(
            person1=self.entry2,
            person2=self.entry3,
            relationship_type='parent',
            family_group=self.family_group
        )
        
        # Set up API client
        self.client = APIClient()
    
    def test_delete_updated_families_by_id_admin_success(self):
        """Test successful deletion of family by ID by admin user"""
        self.client.force_authenticate(user=self.admin_user)
        
        # Verify family exists before deletion
        self.assertTrue(FamilyGroup.objects.filter(id=self.family_group.id).exists())
        self.assertEqual(FamilyMember.objects.filter(family_group=self.family_group).count(), 3)
        self.assertEqual(FamilyRelationship.objects.filter(family_group=self.family_group).count(), 2)
        
        # Delete family
        url = reverse('family:family-delete-updated')
        data = {'family_group_id': self.family_group.id}
        response = self.client.post(url, data, format='json')
        
        # Check response
        self.assertEqual(response.status_code, status.HTTP_200_OK)
        self.assertIn('message', response.data)
        self.assertIn('details', response.data)
        
        # Verify family is deleted
        self.assertFalse(FamilyGroup.objects.filter(id=self.family_group.id).exists())
        self.assertEqual(FamilyMember.objects.filter(family_group=self.family_group).count(), 0)
        self.assertEqual(FamilyRelationship.objects.filter(family_group=self.family_group).count(), 0)
        
        # Verify phonebook entries are preserved
        self.assertTrue(PhoneBookEntry.objects.filter(pid=1001).exists())
        self.assertTrue(PhoneBookEntry.objects.filter(pid=1002).exists())
        self.assertTrue(PhoneBookEntry.objects.filter(pid=1003).exists())
    
    def test_delete_updated_families_by_address_admin_success(self):
        """Test successful deletion of family by address by admin user"""
        self.client.force_authenticate(user=self.admin_user)
        
        # Delete family by address
        url = reverse('family:family-delete-updated')
        data = {
            'address': '123 Main St',
            'island': 'Male'
        }
        response = self.client.post(url, data, format='json')
        
        # Check response
        self.assertEqual(response.status_code, status.HTTP_200_OK)
        
        # Verify family is deleted
        self.assertFalse(FamilyGroup.objects.filter(address='123 Main St', island='Male').exists())
        
        # Verify phonebook entries are preserved
        self.assertTrue(PhoneBookEntry.objects.filter(pid=1001).exists())
        self.assertTrue(PhoneBookEntry.objects.filter(pid=1002).exists())
        self.assertTrue(PhoneBookEntry.objects.filter(pid=1003).exists())
    
    def test_delete_updated_families_regular_user_forbidden(self):
        """Test that regular users cannot delete families"""
        self.client.force_authenticate(user=self.regular_user)
        
        url = reverse('family:family-delete-updated')
        data = {'family_group_id': self.family_group.id}
        response = self.client.post(url, data, format='json')
        
        # Check response
        self.assertEqual(response.status_code, status.HTTP_403_FORBIDDEN)
        self.assertIn('error', response.data)
        
        # Verify family still exists
        self.assertTrue(FamilyGroup.objects.filter(id=self.family_group.id).exists())
    
    def test_delete_updated_families_unauthenticated_forbidden(self):
        """Test that unauthenticated users cannot delete families"""
        url = reverse('family:family-delete-updated')
        data = {'family_group_id': self.family_group.id}
        response = self.client.post(url, data, format='json')
        
        # Check response
        self.assertEqual(response.status_code, status.HTTP_401_UNAUTHORIZED)
        
        # Verify family still exists
        self.assertTrue(FamilyGroup.objects.filter(id=self.family_group.id).exists())
    
    def test_delete_updated_families_missing_parameters(self):
        """Test deletion with missing required parameters"""
        self.client.force_authenticate(user=self.admin_user)
        
        url = reverse('family:family-delete-updated')
        
        # Test with no parameters
        response = self.client.post(url, {}, format='json')
        self.assertEqual(response.status_code, status.HTTP_400_BAD_REQUEST)
        
        # Test with only address
        response = self.client.post(url, {'address': '123 Main St'}, format='json')
        self.assertEqual(response.status_code, status.HTTP_400_BAD_REQUEST)
        
        # Test with only island
        response = self.client.post(url, {'island': 'Male'}, format='json')
        self.assertEqual(response.status_code, status.HTTP_400_BAD_REQUEST)
    
    def test_delete_updated_families_nonexistent_family(self):
        """Test deletion of non-existent family"""
        self.client.force_authenticate(user=self.admin_user)
        
        url = reverse('family:family-delete-updated')
        data = {'family_group_id': 99999}
        response = self.client.post(url, data, format='json')
        
        # Check response
        self.assertEqual(response.status_code, status.HTTP_404_NOT_FOUND)
    
    def test_delete_updated_families_nonexistent_address(self):
        """Test deletion of family by non-existent address"""
        self.client.force_authenticate(user=self.admin_user)
        
        url = reverse('family:family-delete-updated')
        data = {
            'address': 'Nonexistent Address',
            'island': 'Nonexistent Island'
        }
        response = self.client.post(url, data, format='json')
        
        # Check response
        self.assertEqual(response.status_code, status.HTTP_404_NOT_FOUND)
    
    def test_delete_updated_families_preserves_phonebook_entries(self):
        """Test that phonebook entries are completely preserved after family deletion"""
        self.client.force_authenticate(user=self.admin_user)
        
        # Store original entry data
        original_entry1 = PhoneBookEntry.objects.get(pid=1001)
        original_entry2 = PhoneBookEntry.objects.get(pid=1002)
        original_entry3 = PhoneBookEntry.objects.get(pid=1003)
        
        # Delete family
        url = reverse('family:family-delete-updated')
        data = {'family_group_id': self.family_group.id}
        response = self.client.post(url, data, format='json')
        
        self.assertEqual(response.status_code, status.HTTP_200_OK)
        
        # Verify entries still exist with all original data
        entry1_after = PhoneBookEntry.objects.get(pid=1001)
        entry2_after = PhoneBookEntry.objects.get(pid=1002)
        entry3_after = PhoneBookEntry.objects.get(pid=1003)
        
        self.assertEqual(entry1_after.name, original_entry1.name)
        self.assertEqual(entry1_after.phone, original_entry1.phone)
        self.assertEqual(entry1_after.address, original_entry1.address)
        self.assertEqual(entry1_after.island, original_entry1.island)
        
        self.assertEqual(entry2_after.name, original_entry2.name)
        self.assertEqual(entry2_after.phone, original_entry2.phone)
        self.assertEqual(entry2_after.address, original_entry2.address)
        self.assertEqual(entry2_after.island, original_entry2.island)
        
        self.assertEqual(entry3_after.name, original_entry3.name)
        self.assertEqual(entry3_after.phone, original_entry3.phone)
        self.assertEqual(entry3_after.address, original_entry3.address)
        self.assertEqual(entry3_after.island, original_entry3.island)


django_backend/dirReactFinal_family/apps.py
===========================================

# 2025-01-27: Family app configuration

from django.apps import AppConfig


class DirReactFinalFamilyConfig(AppConfig):
    default_auto_field = 'django.db.models.BigAutoField'
    name = 'dirReactFinal_family'
    verbose_name = 'dirReactFinal Family'


react_frontend/STYLING_GUIDE.md
===============================

# Styling Guide - Pico.css Approach

## 2025-01-27: Refactored to use Pico.css for lightweight, responsive, and professional styling

### Overview
This project uses Pico.css for lightweight, responsive, and professional styling. The approach focuses on:

1. **Semantic HTML** for better accessibility and SEO
2. **Pico.css defaults** for consistent, professional appearance
3. **Minimal custom CSS** for application-specific needs
4. **Responsive design** that works on all devices
5. **Accessibility-first** approach with proper focus states and ARIA labels

### Core Principles

#### 1. Use Pico.css Classes First
Always prefer Pico.css classes over custom CSS:
```tsx
// ✅ Good - Using Pico.css classes
<button className="btn-primary">Submit</button>
<input className="form-input" />
<div className="card">Content</div>

// ❌ Bad - Custom CSS classes
<div className="custom-container">
```

#### 2. Semantic HTML Structure
Use proper HTML elements for better accessibility:
```tsx
// ✅ Good - Semantic HTML
<main className="content-wrapper">
  <article className="card">
    <header className="card-header">
      <h2 className="card-title">Section Title</h2>
    </header>
    <div className="card-content">
      Content goes here
    </div>
  </article>
</main>

// ❌ Bad - Generic divs
<div className="content-wrapper">
  <div className="card">
    <div className="card-header">
      <div className="card-title">Section Title</div>
    </div>
    <div className="card-content">
      Content goes here
    </div>
  </div>
</div>
```

#### 3. Consistent Spacing
Use the defined spacing scale to prevent layout conflicts:
```tsx
// ✅ Good - Consistent spacing
<div className="space-y-3">  // 12px between children
<div className="p-3">         // 18px padding
<div className="mt-4">        // 24px top margin

// ❌ Bad - Arbitrary spacing
<div className="mt-[17px]">   // Avoid arbitrary values
```

#### 4. Responsive Design
Use Pico.css responsive utilities and CSS Grid:
```tsx
// ✅ Good - Responsive grid
<div className="grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4">

// ✅ Good - Responsive utilities
<div className="mobile-only">Mobile content</div>
<div className="desktop-only">Desktop content</div>
```

### Spacing Scale

| Class | Value | Use Case |
|-------|-------|----------|
| `space-y-1` | 8px | Minimal spacing between small elements |
| `space-y-2` | 16px | Small spacing between related elements |
| `space-y-3` | 24px | Standard spacing between form elements |
| `space-y-4` | 32px | Standard spacing between sections |
| `space-y-5` | 48px | Large spacing between major sections |

### Component Patterns

#### Card Components
```tsx
<article className="card">
  <header className="card-header">
    <h3 className="card-title">Card Title</h3>
  </header>
  <div className="card-content">
    Card content goes here
  </div>
</article>
```

#### Form Components
```tsx
<div className="form-group">
  <label htmlFor="field-name" className="form-label">
    Field Label
    {required && <span className="text-red-500 ml-1">*</span>}
  </label>
  <input
    id="field-name"
    name="field-name"
    type="text"
    className="form-input"
    placeholder="Enter value"
    required={required}
  />
  {error && <p className="mt-1 text-sm text-red-600">{error}</p>}
</div>
```

#### Button Components
```tsx
// Primary button
<button className="btn-primary">
  Submit
</button>

// Secondary button
<button className="btn-secondary">
  Cancel
</button>

// With icons
<button className="btn-primary inline-flex items-center">
  <SearchIcon className="w-4 h-4 mr-2" />
  Search
</button>
```

#### Navigation Components
```tsx
<nav className="nav-container" aria-label="Main navigation">
  <Link to="/" className="nav-link">Home</Link>
  <Link to="/directory" className="nav-link">Directory</Link>
  <Link to="/family" className="nav-link">Family</Link>
</nav>
```

#### Table Components
```tsx
<div className="table-container">
  <table className="table">
    <thead>
      <tr>
        <th>Name</th>
        <th>Email</th>
        <th>Status</th>
      </tr>
    </thead>
    <tbody>
      <tr>
        <td>John Doe</td>
        <td>john@example.com</td>
        <td><span className="badge badge-success">Active</span></td>
      </tr>
    </tbody>
  </table>
</div>
```

### Layout Structure

#### Page Container
```tsx
<div className="app-container">
  <Header />
  <main className="content-wrapper">
    <nav className="mb-3" aria-label="Breadcrumb">
      <Breadcrumb />
    </nav>
    <article className="fade-in">
      <Outlet />
    </article>
  </main>
</div>
```

#### Section Layout
```tsx
<section className="section">
  <div className="content-wrapper">
    <h2 className="section-title text-center">Section Title</h2>
    <p className="section-subtitle text-center">Section description</p>
    
    <div className="grid grid-cols-1 md:grid-cols-2 lg:grid-cols-3 gap-4">
      {/* Content items */}
    </div>
  </div>
</section>
```

### What to Avoid

#### 1. Custom CSS Classes
```tsx
// ❌ Avoid custom CSS classes
<div className="search-bar-container">
<div className="custom-modal">

// ✅ Use Pico.css classes instead
<div className="search-container">
<div className="modal-overlay">
```

#### 2. Inline Styles
```tsx
// ❌ Avoid inline styles
<div style={{ marginTop: '17px', zIndex: 9999 }}>

// ✅ Use Pico.css classes
<div className="mt-4 z-20">
```

#### 3. Complex Selectors
```tsx
// ❌ Avoid complex CSS selectors
.search-bar-container > div > div > div > div

// ✅ Use Pico.css classes and component structure
<div className="search-container">
```

#### 4. !important Declarations
```tsx
// ❌ Never use !important in CSS
margin-top: 16px !important;

// ✅ Use Pico.css classes with proper specificity
className="mt-4"
```

### Migration Checklist

When updating existing components:

1. **Replace Tailwind classes** with Pico.css equivalents
2. **Use semantic HTML elements** (article, section, nav, main, etc.)
3. **Apply consistent spacing** using spacing scale values
4. **Use component utilities** for common patterns
5. **Test responsive behavior** on mobile and desktop
6. **Ensure accessibility** with proper ARIA labels and focus states

### Testing

After making styling changes:

1. **Check for responsive behavior** on different screen sizes
2. **Verify accessibility** with screen readers and keyboard navigation
3. **Test focus states** and keyboard interactions
4. **Ensure consistent spacing** between elements
5. **Check for any console errors** related to CSS

### Accessibility Features

#### Focus Management
```tsx
// ✅ Good - Proper focus styles
<button className="btn-primary" aria-label="Submit form">
  Submit
</button>

// ✅ Good - ARIA labels for screen readers
<nav aria-label="Main navigation">
  <Link to="/" aria-current={location.pathname === '/' ? 'page' : undefined}>
    Home
  </Link>
</nav>
```

#### Screen Reader Support
```tsx
// ✅ Good - Descriptive text for screen readers
<span className="sr-only">Search for users</span>
<SearchIcon className="w-5 h-5" aria-hidden="true" />

// ✅ Good - Status announcements
<div role="status" aria-live="polite">
  {isLoading ? 'Loading...' : 'Search complete'}
</div>
```

### Summary

This Pico.css approach provides:

- **Lightweight styling** without heavy frameworks
- **Professional appearance** with minimal custom CSS
- **Semantic HTML** for better accessibility and SEO
- **Responsive design** that works on all devices
- **Consistent spacing** and component patterns
- **Accessibility-first** approach with proper focus states

The result is a maintainable, accessible, and professional styling system that prioritizes speed, clarity, and mobile-friendliness.


react_frontend/vitest.config.ts
===============================

/// <reference types="vitest" />
import { defineConfig } from 'vite';
import react from '@vitejs/plugin-react';

export default defineConfig({
  plugins: [react()],
  test: {
    globals: true,
    environment: 'jsdom',
    setupFiles: ['./src/test-setup.ts'],
  },
});


react_frontend/README.md
========================

# React + Vite

This template provides a minimal setup to get React working in Vite with HMR and some ESLint rules.

Currently, two official plugins are available:

- [@vitejs/plugin-react](https://github.com/vitejs/vite-plugin-react/blob/main/packages/plugin-react) uses [Babel](https://babeljs.io/) for Fast Refresh
- [@vitejs/plugin-react-swc](https://github.com/vitejs/vite-plugin-react/blob/main/packages/plugin-react-swc) uses [SWC](https://swc.rs/) for Fast Refresh

## Expanding the ESLint configuration

If you are developing a production application, we recommend using TypeScript with type-aware lint rules enabled. Check out the [TS template](https://github.com/vitejs/vite/tree/main/packages/create-vite/template-react-ts) for information on how to integrate TypeScript and [`typescript-eslint`](https://typescript-eslint.io) in your project.


react_frontend/vite.config.js
=============================

import { defineConfig } from 'vite'
import react from '@vitejs/plugin-react'
import path from 'path'

// https://vitejs.dev/config/
export default defineConfig({
  plugins: [react()],
  resolve: {
    alias: {
      '@': path.resolve(__dirname, './src'),
    },
  },
  server: {
    port: 3000,
    open: true,
    proxy: {
      // Proxy API requests to Django backend during development
      '/api': {
        target: 'http://localhost:8000',
        changeOrigin: true,
        secure: false,
      },
      // Proxy media requests to Django backend during development
      '/media': {
        target: 'http://localhost:8000',
        changeOrigin: true,
        secure: false,
      },
      // Proxy analytics requests to Django backend during development
      '/analytics': {
        target: 'http://localhost:8000/api',
        changeOrigin: true,
        secure: false,
      },
      // Proxy phonebook requests to Django backend during development
      '/phonebook': {
        target: 'http://localhost:8000/api',
        changeOrigin: true,
        secure: false,
      },
      // 2025-01-27: REMOVED - /auth proxy rule conflicts with /api rule
      // All auth requests should go through /api proxy rule
    },
  },
})


react_frontend/SEARCH_FUNCTIONALITY.md
======================================

# Directory Search Functionality

**Date**: 2025-01-27  
**Status**: ✅ IMPLEMENTED  
**Phase**: 2 - React Frontend  

## Overview

The directory search functionality has been fully implemented with a modern, responsive interface that provides comprehensive search capabilities for phonebook entries.

## Features Implemented

### 1. **Search Bar Component** (`SearchBar.tsx`)
- **Main Search Input**: Large search bar with autocomplete suggestions
- **Debounced Search**: 300ms delay to prevent excessive API calls
- **Autocomplete**: Real-time suggestions as you type
- **Advanced Filters**: 
  - Atoll and Island filtering
  - Profession filtering
  - Gender selection
  - Age range filtering (min/max)

### 2. **Search Results Component** (`SearchResults.tsx`)
- **Results Table**: Clean, organized display of search results
- **Entry Selection**: Checkbox selection for bulk operations
- **Pagination**: Configurable page sizes (10, 20, 50, 100)
- **Export Options**: Export selected or all results
- **Status Indicators**: Visual status badges for entries

### 3. **Directory Statistics Component** (`DirectoryStats.tsx`)
- **Overview Cards**: Total entries, recent additions, pending changes
- **Demographics**: Gender distribution, top atolls, top professions
- **Quick Actions**: Buttons for common operations
- **Visual Charts**: Progress bars for statistical data

### 4. **Directory Service** (`directoryService.ts`)
- **API Integration**: Full integration with Django backend
- **Search Methods**: Advanced search, suggestions, statistics
- **Export Functionality**: CSV/Excel export support
- **Error Handling**: Comprehensive error handling and user feedback

### 5. **Type Definitions** (`types/directory.ts`)
- **PhoneBookEntry**: Complete entry structure
- **Search Filters**: All available filter options
- **Search Response**: Paginated response structure
- **Directory Stats**: Statistical data types

## API Endpoints Used

### Backend Endpoints
- `POST /api/phonebook/advanced_search/` - Main search functionality
- `GET /api/phonebook/` - Search suggestions and basic listing
- `GET /api/analytics/directory-stats/` - Directory statistics
- `GET /api/phonebook/search-history/` - User search history
- `POST /api/phonebook/export/` - Export functionality
- `GET /api/phonebook/popular-searches/` - Popular search terms

### Search Parameters
```typescript
interface SearchParams {
  query?: string;           // Main search term
  atoll?: string;           // Atoll filter
  island?: string;          // Island filter
  profession?: string;      // Profession filter
  gender?: string;          // Gender filter
  min_age?: number;         // Minimum age
  max_age?: number;         // Maximum age
  page: number;             // Page number
  page_size: number;        // Results per page
}
```

## User Experience Features

### 1. **Smart Search**
- Minimum 2 characters required for search
- Real-time autocomplete suggestions
- Search across multiple fields (name, contact, NID, address, profession)

### 2. **Advanced Filtering**
- Location-based filtering (atoll, island, street, ward)
- Professional and demographic filtering
- Age range calculations from DOB

### 3. **Responsive Design**
- Mobile-first approach
- Adaptive layouts for different screen sizes
- Touch-friendly interface elements

### 4. **Performance Optimizations**
- Debounced search input
- Pagination to handle large datasets
- Lazy loading of suggestions
- Efficient state management

## Technical Implementation

### 1. **State Management**
- React hooks for local state
- Callback optimization with `useCallback`
- Efficient re-rendering strategies

### 2. **API Integration**
- Axios-based HTTP client
- Automatic token management
- Error handling and user feedback
- Loading states and progress indicators

### 3. **Component Architecture**
- Modular component design
- Reusable UI components
- Clear separation of concerns
- TypeScript for type safety

### 4. **Styling**
- Tailwind CSS for styling
- Consistent design system
- Responsive breakpoints
- Accessibility considerations

## Usage Examples

### Basic Search
```typescript
// Search by name
const filters: SearchFilters = { query: "John Doe" };
await handleSearch(filters);
```

### Advanced Search
```typescript
// Search with multiple filters
const filters: SearchFilters = {
  query: "Male",
  atoll: "Male",
  profession: "Teacher",
  min_age: 25,
  max_age: 50
};
await handleSearch(filters);
```

### Quick Actions
```typescript
// View all entries
await handleQuickSearch("");

// Search by gender
await handleQuickSearch("Male");
await handleQuickSearch("Female");
```

## Future Enhancements

### 1. **Search History**
- Implement actual search history tracking
- User preference learning
- Search analytics

### 2. **Export Functionality**
- Real CSV/Excel export
- Custom export formats
- Scheduled exports

### 3. **Advanced Analytics**
- Search trend analysis
- User behavior insights
- Performance metrics

### 4. **Search Suggestions**
- Machine learning-based suggestions
- Popular search terms
- Related searches

## Testing

The implementation has been tested with:
- ✅ TypeScript compilation
- ✅ Build process
- ✅ Component rendering
- ✅ API integration structure
- ✅ Error handling

## Dependencies

All required dependencies are already installed:
- React 19.1.1
- TypeScript 5.9.2
- Tailwind CSS 4.1.12
- Axios 1.11.0
- React Hot Toast 2.6.0

## Conclusion

The directory search functionality is now fully implemented and ready for use. It provides a comprehensive, user-friendly interface for searching and managing phonebook entries with advanced filtering capabilities, real-time suggestions, and a modern responsive design.


react_frontend/index.html
=========================

<!doctype html>
<html lang="en">
  <head>
    <meta charset="UTF-8" />
    <link rel="icon" type="image/svg+xml" href="/vite.svg" />
    <meta name="viewport" content="width=device-width, initial-scale=1.0" />
    <title>Vite + React</title>
  </head>
  <body>
    <div id="root"></div>
    <script type="module" src="/src/main.jsx"></script>
  </body>
</html>


react_frontend/FAMILY_TREE_INTEGRATION_TESTING.md
=================================================

# Family Tree Integration Testing Guide

## Overview

This document provides comprehensive testing procedures for the new Family Tree functionality implemented in Phases 1-3. The testing covers end-to-end functionality, performance, and user experience.

## Test Environment Setup

### Prerequisites
- React frontend running on localhost:3000
- Django backend running on localhost:8000
- Test user account with admin privileges
- Sample family data in the database

### Test Data Requirements
- At least 3-5 family members with different relationships
- Mix of addresses and islands for testing
- Various relationship types (parent, child, spouse, sibling)

## Test Scenarios

### 1. Basic Family Tree Window Functionality

#### Test Case: Window Opening
**Objective**: Verify family tree window opens correctly when clicking on address
**Steps**:
1. Navigate to Search Page
2. Perform a search that returns results with addresses
3. Click on any address in the search results
4. Verify FamilyTreeWindow opens

**Expected Results**:
- ✅ Window opens with proper title (Family Tree - [Address], [Island])
- ✅ Window is draggable and resizable
- ✅ Window controls (minimize, maximize, close) are visible
- ✅ Loading state is shown initially

#### Test Case: Window Sizing and Positioning
**Objective**: Verify window can be resized and moved
**Steps**:
1. Open FamilyTreeWindow
2. Drag window header to move window
3. Drag resize handle to resize window
4. Test minimize/maximize buttons

**Expected Results**:
- ✅ Window can be dragged to different positions
- ✅ Window can be resized from minimum (800x600) to maximum (90vw x 90vh)
- ✅ Window maintains proper proportions
- ✅ Window controls remain accessible

### 2. Family Tree Visualization (SimpleFamilyTree)

#### Test Case: Tree Rendering
**Objective**: Verify family tree displays correctly with proper hierarchy
**Steps**:
1. Open FamilyTreeWindow with family data
2. Ensure "🌳 Family Tree" tab is active
3. Observe tree layout and member positioning

**Expected Results**:
- ✅ Tree displays with 3-generation hierarchy (grandparents → parents → children)
- ✅ Generation badges show correct counts
- ✅ Members are positioned in appropriate levels
- ✅ SVG renders without clipping or overflow

#### Test Case: Tree Controls
**Objective**: Verify zoom and pan controls work correctly
**Steps**:
1. Use zoom in/out buttons
2. Use Ctrl/Cmd + +/- keyboard shortcuts
3. Drag to pan around the tree
4. Use reset view button

**Expected Results**:
- ✅ Zoom controls work smoothly
- ✅ Keyboard shortcuts function correctly
- ✅ Panning allows navigation around large trees
- ✅ Reset view returns to original position and zoom

#### Test Case: Member Information Display
**Objective**: Verify member details are displayed correctly
**Steps**:
1. Observe member cards in the tree
2. Check for name, age, role, contact, and address

**Expected Results**:
- ✅ Member names are clearly visible
- ✅ Ages are calculated and displayed correctly
- ✅ Roles (parent, child, other) are shown
- ✅ Contact information is formatted properly
- ✅ Addresses are displayed

### 3. Relationship Management (RelationshipManager)

#### Test Case: Relationship Panel
**Objective**: Verify relationship creation panel works correctly
**Steps**:
1. Click "🔗 Relationships" tab
2. Click "Show Relationship Panel"
3. Select relationship type from dropdown
4. Add optional notes

**Expected Results**:
- ✅ Panel toggles visibility correctly
- ✅ Relationship type selector shows all 10 types
- ✅ Notes input accepts text input
- ✅ Panel provides clear instructions

#### Test Case: Family Member Display
**Objective**: Verify family members are shown in grid layout
**Steps**:
1. Observe family members grid
2. Check member card information
3. Verify drag handles are visible

**Expected Results**:
- ✅ Members displayed in responsive grid
- ✅ Each card shows avatar, name, role, and contact
- ✅ Drag handles are visible for editable users
- ✅ Cards have proper hover effects

#### Test Case: Relationship Creation (Drag & Drop)
**Objective**: Verify drag-and-drop relationship creation works
**Steps**:
1. Select relationship type (e.g., "Parent")
2. Drag source member to target member
3. Confirm relationship creation
4. Verify relationship appears in list

**Expected Results**:
- ✅ Drag operation provides visual feedback
- ✅ Target member highlights during drag
- ✅ Confirmation dialog appears
- ✅ New relationship is added to list
- ✅ Duplicate relationships are prevented

#### Test Case: Relationship Management
**Objective**: Verify existing relationships can be edited and deleted
**Steps**:
1. View existing relationships list
2. Click edit button on a relationship
3. Modify relationship type or notes
4. Save changes
5. Delete a relationship

**Expected Results**:
- ✅ Relationships list shows all connections
- ✅ Edit modal opens with current values
- ✅ Changes are saved correctly
- ✅ Delete operation shows confirmation
- ✅ Relationships are removed from list

#### Test Case: Relationship Filtering
**Objective**: Verify relationship filtering works correctly
**Steps**:
1. Select different relationship types from filter
2. Observe filtered results
3. Reset to "All Relationships"

**Expected Results**:
- ✅ Filter dropdown shows all relationship types
- ✅ Filtering reduces list to matching relationships
- ✅ Count updates correctly
- ✅ "All Relationships" shows complete list

### 4. Tab System Integration

#### Test Case: Tab Switching
**Objective**: Verify seamless switching between tree and relationships views
**Steps**:
1. Switch between "🌳 Family Tree" and "🔗 Relationships" tabs
2. Verify data consistency across tabs
3. Test rapid tab switching

